no,teks,sosmed,labels
689,Sedang berusaha menahan pundi pundi duit tabunganku buat nonton konser. Ditengah gempuran anak genZ kerja cari duit buat nonton konser,x,Positif
690,Kalau Gen Z udah jadi profesi siap-siap deh dapet jawaban yang out of the box banget! Bukan cuma nggak ngotak tapi selalu penuh kejutan &amp,x,Negatif
691,Kerja sambil HTS-an gitu emang seSERU itu kah wahai genZ?? Sampai kecup² bibir tatap² an sampai gak kedip gitu gak ada STATUS??!? yanh bener ajee bro? RUGI DONG!!! @tawattannn @gemini_ti,x,Negatif
692,Di awal taun 2024 kalo gw bilang gw bakal dapet work-life balance yg somewhat gw inginkan sejak kerja pertama kali di 2016 pasti bakal dibales 'ah gamungkin'. And here I am kerja bareng GenZ &amp,x,Positif
693,Kemampuan menjembatani antar rekan kerja di jaman skrg tuh diperlukan malah nilai plus. lagi &amp,x,Positif
694,@cezerrin @worksfess Emg akhir² ini socmed macam tai bang mentang² rame ada bbrpa genZ yg jelek attitudenya di kerjaan jadi apa² yg jelek digeneralisir gua sbgai gen Z yg pertama kali kerja thn 2018 dan ga pernah neko² soal kerjaan smpe skrg tersinggu,x,Positif
695,gue genz tapi gak gitu soalnya ortu selalu mengutamakan attitude dalam hal apapun selalu bilang ngapain pinter klo gak punya attitude. Attitude nomor 1. Jadi smpe skrng udah terbiasa gmna caranya berattitude. Minusnya skrng blm dapet kerja krna gak pinter,x,Positif
696,bjir ga semua genZ ini malesin/gak tau diri/ngeselin di tempat kerja yapls bgt itu emng attitude orngnya bukan krna genZ perasaan gua genZ gak pernah seenak pala sendiri.,x,Positif
697,baru baru ini kerja sama genz yg masum pemerintahan kagetan protas protes dan gak bisa ngikutin ritme kerjaan yg serba deadline. . dibilangin hari ini terakhir harus sudah ttd dan diupload dia baru dapet ttd seminggu kemudian alias dah basi. harus ulang dari awal.,x,Negatif
698,Emang orangnya aja yg gk sopan Di tmpt kerja gue rata2 skrng genZ dan mereka sopan2 kok walaupun diluaran mereka mungkin sedikit nakal tapi kalo di kerja mereka sopan banget Ssrius deh mereka tuh bisa jadi penghibur karena kadang tingkahnya random,x,Positif
699,sumpah lu genZ anjng gapunya attitude apa gmana si? lu pada baru kerja masa iya gak bisa sopan depan atasan? goblok tolol beloman aja gua bikin out massal,x,Negatif
700,Ini mah emang orangnya aja yg ngga punya attitude. GenZ yg selama ini kerja bareng gw selalu sopan. (bisa jadi gw juga yang galak sih) tapi selalu sopan.,x,Positif
701,Asli !!!! Gue genZ juga tapi pertama kali kerja ga gitu. Ini ada bocah kelahiran 2004 cok dia gabisa jaga kebersihan meja nya!!!! Super berantakan naroh barang sembarangan klo dibilangin atasan batuuuuu banget cokkk!!! Satu lagi baju buat ke kantor gapernah sopan anjeeeng!!!!,x,Negatif
702,eh sebagai genZ gua jg mau ngeluh bjir kerja sama gen millenial keatas kek anjrit gua sapa kaga pernah nyaut giliran gua stop nyapa malah pasang status wa dikata gua bocah songong. ada lagi yang kepo bgt sama privasi sampe sering ngambil hp gua buat bacain chat wa kek ape si,x,Positif
703,aku sama temen2 kerja yg genz masi tegolong sopan si tp nglamak wkwk lebih ke suka guyon sarkas + berani ngomong ngebantah kalo emang ga bener,x,Positif
704,ah gue punya rekan kerja umur 40an aja ga ada sopan sopannya gue lagi buka cemilan tanpa permisi main ambil aja nyuruh ini itu udah tua tp ttp ada aja tuh yg ga sopan? trus bisa di lgsg cap kalo gen x itu rese semua??? ga usah so tua deh pake genz genz an segala,x,Positif
705,pov genz kerja di corporate : kenapa performance kamu bulan ini menurun? : lah pake nanya kan biar bisa coaching sama kamu kocak,x,Negatif
706,@nijironai @LelakiFavoritmu @worksfess pantesan perusahaan pada gamau nerima genz dikasi tau malah ngebales. padahal gaya bicara gw itu sama kaya orang² didalem kantor. kalo masih sekelas omongan gw diatas dianggep ngegas gausah kerja sekalian!,x,Negatif
707,Dulu pernah bilang lebih baik cape kerja dari pada cape cari kerja eh beneran di kabulin sama allah. Gapapa semuanya yang terbaik menurut allah pastinya,x,Positif
708,tolong dong angkut gua buat kerjaa gpp apa aja yang penting halal mau retail kuli pabrik yang penting gua bisa kerja buat memperbaiki ekonomi keluarga gua#butuhkerja #viral #JumatBerkah #genz,x,Positif
709,Lucu2 bgt pov genz kerja the real definisi menuju indonesia (c)emas,x,Negatif
710,@ngapawoi Gak usah genz milenial juga gitu wkwkwkwk males ambil cash ke atm ,x,Positif
711,@DjajangKachev Repot kl genz kerja,x,Negatif
712,genz saatnya kerja ya w masih pengangguran,x,Positif
713,abs liat tren genz uda pada kerja jd keinget di timku sendiri ada gap 12thn antara aku sm anak yg plg muda. kirain gap 9thn sm tmnku kantor lama itu uda yg paling waow ini lagi ,x,Positif
714,@AaronDVankov @PartaiSocmed Katanya berjuang melawan rezim bukan bayaran. Kaya yg lain ga paham aja sama cara2 kerja modelan gitu Si Budi itu kan cm Genz otw boomer yg telat kawin makanya stress,x,Negatif
715,Well puluhan triliun duit pajak kita dipakai untuk bikin #polusiudara &amp,x,Negatif
716,Kelakuan genz kerja lucu2 bgt dah,x,Negatif
717,Pantesan pengangguran tahun ini banyak banget GenZ pada susah ditawarin kerjaan halal. No effort sok jual mahal tapi mental ngemis pengen segala gampang. Kocak wkwkwk Yg serius mau kerja di bidang kuliner (resto / cafe / bar) ada nih lokernya. Kalo mau dm aja no drama!,x,Negatif
718,@PilahPilihPilah @AurumPus @hrdbacot Yg dianggap ga perform karyawan. Trs imbas uu cipta kerja jg katanya supaya genz bisa dpt kesempatan kerja. Eh genz nya kebanyakan ga sampe sebulan pada resign wkwkwk ga pada kuat. Yg kontrak maks 5th otomatis putus ko,x,Negatif
719,@OmJ_JeNggot Mas gibran tuh cerdas ga banyak omon-omon tapi kerja nyata jawabannya selalu jenaka ga ngebosenin untuk kalangan genZ ( begitulah kira² template buzzer),x,Negatif
720,Iya emang enak kalau rekannya sesama genZ adik bgt Bersyukur bgt dapet kantor guru yg di lantai 3 meski harus menanjak bgt kalau mau ke kantor dari lantai 1 tapi yg penting dpt suasana kerja yg nggak sepaneng karena guru sepuh &amp,x,Positif
721,di tempat gw kerja genZ mulai dipersepsikan jelek,x,Negatif
722,@worksfess Tapi untuk genz jadi cpns itu berat loh. Pasti kesiksa. Kecuali mereka dapet wilayah kerja yang dikota atau dekat keluarga. Terus terkait penghasilan juga masih tergolong kecil kalo dapet di pemda (kecuali dki jakarta). Coba pikirkan matang mat,x,Positif
723,guys aku minta tolong buat isi kuesionerku yaa kriteria nya buat genZ yang udah kerja https://t.co/hjkxqSGrDu yang mau barter bisa yaa rep atau dm ajaa!,x,Positif
724,@worksfess Gaji kecil dirapel lingkungan kerja toksik &amp,x,Negatif
725,@sosmedkeras gmn gk mandang gaji sdngkan jarak dari rmh ke tmpt kerja jauh + gk pny kendaraan pribadi + gk disediakan mess otmts hrs ngekos. gaji sedikit itu hrs keptng makan pas h libur sabun klo hbs kuota keperluan pribadi. aplgi genZ yg generasi sandwi,x,Negatif
726,@tanyarlfes Ini pasti genZ banget template nya. Gue yg dulu lulus pas covid sesusah itu nyari kerja woy trus gue terpaksa ambil sebagai intern dulu gak dibayar. Karena apa? Yes. Gw cari koneksi dan pengalamannya dulu. Batu loncatan Jd mindset lo tolong di,x,Positif
727,kalau gini warga kayak aku sama warga2 di tempat terpencil bisa ngerasain apa sih kita kena impact apa dengan adanya IKN ini?. Lapangan pekerjaan di Indo buat anak2 genZ skrg aja susah bgt cari kerja... apa dengan IKN ini kemiskinan di Indonesia bisa berkurang... PEGEL BANGET,x,Negatif
728,@erenbastard @yudoyudo10 @nalar_logis @TheGlobal_Index Kita kan bahas yg punya tanah. Memang permeternya mahal bgt kan gak.kebeli deh apalagi sama genZ. Kalau yg sewa didaerah situ kan hanya demi lebih dekat ke tempat kerja oot klo sewa menyewa.,x,Negatif
729,@Vegapunk09 Hotak ko..Ko ingat klang tu bandar teruk sgt ke?? Jenayah tu kt mana2 tmpt ade ..ko yg kene alert..elok je aku duduk klang kerja sana sewa sana ..otak genz betui,x,Negatif
730,Kalo semua lagu dari awal sampe akhir ambil sound dari lagu2 viral di tiktok tanpa ada unsur Indonesia nya ya kan aneh. Susah emang kerja bareng anak genz,x,Negatif
731,Fays as genZ thought Apa gue teriak aja pagi pagi besok di simpang stasiun taman kota TERIMAKASIH SUDAH MASUK KERJA DAN TIDAK MEMILIH JADI KRIMINAL terima kasih telah bertanggung jawab untuk kedamaian masyarakat ️ not that intrusive thought ,x,Positif
732,Baru kerasa tuanya gua kerja bareng genZ.,x,Negatif
733,Tp sepengalaman gw tempat magang itu ngaruh buat lamar kerja sama relasi kedepannya,x,Positif
734,@worksfess Gw jujur juga mending nganggur ngejar top company dr pada kerja underpaid apalagi posisinya ga jelas ga buat berkembang yg ada abisin wkt aja wkt lebih berharga,x,Positif
735,Sumpah anak GEN Z sekarang lembekkkkkkkkkk bgttttttt Gua kerja front office tuh genz kerja di back office. Gua tanya tuh di group ttg pekerjaan salah satu client gua yang harus biometric tanggal 5 yaitu senin depan cok.,x,Negatif
736,Aku selalu baca mcm2 complain kerja dgn genZ but my genZ in finance dept reaaalllyyy realiable and tau buat kerja. Mind you she is from a well-off family yg always travel overseas/bljr boarding school/iFags kid..kira selayaknya lah utk jadi bratty genZ kan but she is not!,x,Positif
737,@HEESEUKNG Eh kok banyak nawarnya yaaaa emang begini genz kalo cari kerja. ,x,Negatif
738,@worksfess Mewakili millenial: kalo pekerjaan si genz cuma berurusan dgn daily administrasi dan emang kerjaannya udah selesai sih fine. Tapi kalo kualitas kerjaannya blm bener apalagi performance masih under ya ngerti diri juga untuk ngedevelop dan maksim,x,Negatif
739,Betulla dakdak genz ni bab kerja mmg questionable sikit ,x,Negatif
740,gue heran sama genZ deh dikasih kerjaan supaya bisa jadi batu loncatan karna fresh graduate afer vocational eh lha kok seenaknya sendiri. sebenernya ga nyalahin gen tapi kebanyakan gitu. ga ada tanggung jawabnya. kek ga niat. lu mau enaknya aja gaji gede tapi kerja diem doang.,x,Negatif
741,@sirkumbang @worksfess tapi bisa jadi kalau sentimen genz terus buruk perusahaan bisa naikin batas max umur dan rekrut geny yg masih banyak yg nyari kerja,x,Negatif
742,@worksfess Kalau lembur gada duitnya ya gamau lahh. Aku genz dan ditempat kerja ku kebanyakan staffnya genz kita mau kok lembur selama dibayar,x,Positif
743,Aduh ngapain stress mikirin temen kantor yg penting lu kerja kerja kerja intinya itu,x,Positif
744,Duh klo gw si ya umur skrg aja udh 24 tabungan ga seberapa pengalaman kerja baru 1thn doang kepikiran nikah pun plg 4 thn lagi mikirin karir aja udh streess,x,Positif
745,@chilluvs @worksfess Ditmbah lagi generasi sblmnya makin memojokkan genZ dgn bersama2 nolak kerja anak genZ Gw nolak kerja ama genZ Ok mngkin dia ketemu bbrp ank genZ bobrok dan lngsung cap semua anak genZ bgitu how sad.,x,Negatif
746,Engga nder gw sebelum wisuda bilang ketemen gw GW SEBELUM LULUS HARUS KETERIMA KERJA POKOKNYA akhirnya keterima juga karna gw usaha intinya ya gmna berjuangnya lu aja ituma,x,Positif
747,@pawoie Kerja di indo otw genz lemah banget tersenyum seperti Pepsodent,x,Negatif
748,@andre568502211 @clarioen @janghkar Kalo gitu aja kena mental health mending jangan kerja gw kira genz pada cengeng itu jokes doang ternyata betul njir ,x,Negatif
749,Apa semwa genz kalo gi kerja berisik banget? Ngetik sambil ngobrol kenceng ,x,Negatif
750,Gue udh muak pindah pindah tempat kerja tadinya fine fine aja Tapi senior seniornya malah kayak ngeledek gen Z apalah apalah GenZ mental gamau kerjaa Tdinya hari kedua ketiga semangat pas hari ke 4 gue d tuduh makan mie goreng punya senior gue di mess Anying langsung resign,x,Negatif
751,@soursadlys @xxblurryface_ GenZ pasti blm ap² udh bawa mental health mending gausah kerja jadi pewaris aja wkwk,x,Negatif
752,Aku yang genz juga generasi sandwich. Belum full time kerja udah disuruh memenuhi segalanya termasuk menutupi hutang padahal uangnya gak aku pake Tapi mamah always said Itu juga uangnya buat ngasih kamu kemarin. Padahal itu kewajiban orang tua gak sih? Udah berani punya,x,Negatif
753,hal tsb yg buat mereka berdarah-darah untuk survive di lini kehidupan khususnya nyari kerja tapi bukan salah genz juga yg sekarang serba pakai AI toh emng manusia pasti akan bekerja secara efisien cuma yg jadi masalah itu pemakaian AI tidak sebanding dengan kemampuan dasar,x,Negatif
754,Aslii sebel bgt pagi-pagi liat konten yg gamau kerja sama genz. SOME OF US MEMANG NYEBELIN. TAPI PLZ NEVER GENERALIZE. Yang ada di kantor aing yg nyebelin tu yg gen milenial dan boomer si paling senior,x,Positif
755,Lagi rame mba mba pialang bahas genz padahal dia genz juga kapok kerja di pialang cape iya digaji kaga,x,Negatif
756,@linabossanova Genz emang parah setelah kerja .. parah banget,x,Negatif
757,bingung sama orang yang dikasi jalan buat cari kerja malah nanya ribet ga? jadi sedih dan menyesal ngasih taunya. pantesan perusahaan banyak yang anti sm gen z tapi walaupun gw genz kagak begitu,x,Negatif
758,@opposite6892 Banyak yang mengkritik tentang attitude genz yg kurang bagus. Hmzz kalo kita liat tahun2 kelulusan genz tuh ada tuntutan untuk punya pengalaman magang atau intern. Sementara pas intern mereka kerja udh hampir sama tugasnya ama yang fulltime.,x,Positif
759,@opposite6892 Jangankan pengusaha besar saya aja lihat bos saya punya usaha pijat refleksi ga mau nerima genz jd kasirnya . mereka songong kerja libur semauanya ga sopan kata2 ama pelangggan kasar suaranya terlalu besar kalau ngomong ajir tolol bego ngent,x,Negatif
760,Orang yang mau kerja banyak Bisa kerja itu lain lagi Nggak usah di genZ millenials juga banyak yang kayak gini Baru sehari masuk besoknya nggak mau masuk lagi Pagihya masuk siangnya pamit Dulu hrd saya datengin kosan karyawan ngebangunin dari jendela biar masuk kerja,x,Negatif
761,GenZ Bbrp bulan lalu lewat bagian HRD...ada ABG cweq unyu banget nunggu panggilan. Iseng aja gw panggil dan ajak ngobrol. Asli hampir 1/2 jam gw dibuat ngakak..mirip adik gw Ya sdh besok kerja kt gw . Ngak bisa ktnya..soalnya mo adakan pesta ultah Pusing pala beibeh,x,Negatif
762,@RyaWiedy GenZ sekarang banyak habiskan waktu buat main game. Itu salah satu hal yang toxic menurutku. Sehingga saat masuk dunia kerja yang terjadi apa apa inginnya instan. Malas berproses.,x,Negatif
763,now genz is menyusahkan org smpi tkleh kerja &amp,x,Negatif
764,GenZ itu masih nyamain kerja sama sekolah kali ya? Kok dikit2 izin,x,Negatif
765,@meng_puss @kekocakandunia Sesama affiliator saling chat trus di screenshoot. Ya gini kerjaan genZ sambil ngopi. Bilang nya kerja. Tai...,x,Negatif
766,Hari ini dapet kabar dari temen dia akhirnya diterima kerja overseas. Setelah 6bulan disepelekan sama kantor di Indo gajinya bebas BPJS Tapera dan kesempatan jadi WNA terbuka lebar. Sungguh genZ mending lo pada coba cari kerja overseas deh. Dia proses ga sampe 2weeks.,x,Positif
767,Ngobrol sm temen-temen dlu seperjuangan kuliah yg satu lagi kerja yg satu dirumah aja dan aku ya masih bingung harus gimana hehe trs nemu video di tikt0k reaksi hr setelah interview GENZ jdi takut buat apply kerja jgn selama ini ditolak karena GEN Z ...nangis dikit,x,Negatif
768,@worksfess Dan klo g lembur ntar psti dicengin genz kang ngeluh pengenya work life balance pdhl kan udh ada uu yg ngatur jam kerja. Klo kerjaan numpuk kan antara emg orangnya lemot atau kerjaan numpuk kalo lemot ya ganti klo overload ya tambah karyawan,x,Negatif
769,GenZ pas lagi kerja berani nge bantah terus nyuruh atasan buat ngerjain kerjaanya: Bapak aja yang ngerjain aku lagi ngerjain ini. Ini juga urgent. ,x,Negatif
770,Pengen gini bgt karna abis skripsi lsg kerja sblm wisuda mana gw selama kuliah ambis parah jadi kerja udh kek malah burn out,x,Negatif
771,@papa_loren @CNNIndonesia Maaf warga genz bukan pemalas susah cari kerja gak ada orang dalam di perusahaaan,x,Negatif
772,@tanyakanrl GenZ salah terussssssssss.... Pulang kerja teng go salah ngasih pendapat ke yg lebih tua salahhh.. apalagi ini tapera eek embekk,x,Negatif
773,@Jaems05 @worksfess Awal kerja tuh semangat bgt gue juga active tp awal kerjaan masih dikit bgt lama lama kek berasa kewalahan dan wkt istirahat ga ada akhirnya berujung mending rebahan :),x,Negatif
774,coba aja u bayangin kerja minimal usia segini maksimal segini. harus punya pengalaman kerja minimal 2 tahun. blum lagi gaji yang di potong buat ini lah itu lah. gimana mau cepet kaya punya rumah kalo begitu njir. bilangnya mah genZ gabakal bisa punya rumah ,x,Negatif
775,Penting bagi Gen-Z untuk belajar beradaptasi dengan lingkungan kerja yang baru dan berubah. Demikian pula perusahaan harus bersikap terbuka terhadap perubahan untuk keuntungan kedua belah pihak. #genz #generationz #generasibaru #pekerja #kantor #perusahaan #pekerjabaru https://t.co/9gtrJJq0o9,x,Positif
776,kerja aja belom tapera dari mana dah pak. ITU SIAPA SI PERWAKILAN GENZ YANG NGOMONG BEGITU?,x,Negatif
777,Bukan masalah genznya tp kerja sama manusia gapernah injek tanah spoiled BONUS GENZ WHICH MEANS FRONTAL LOBENYA BLM DEVELOPED SELURUHNYA worst part gada mental/otak bisnis. Disitulah rip bgt hidup gue.,x,Negatif
778,Gw gak ngikut arus yg nyalahin2 GenZ yg susah dpt kerja karena.. tahun lalu gw iseng ikut free course udemy ttg Macroeconomics for a Sustainable Planet . gak sanggup gw selesain juga materinya saking frustasinya wkwk. Maap mentalku emg lemah ,x,Negatif
779,Aku bukan genZ tpi aku still tk nk org ganggu weekend aku. Tolak ansur? Company pon byar aku ciput lgi mau tolak ansur. Dlm seminggu tu 5 hari kerja. Tak ckup lagi ke sampai weekend pon nk kacau,x,Positif
780,@jastairvine Nii ada kantor gw anak genz kerja baru jalan 3 bulan posisi purchasing sekarang udah jalan ama supplier yg mana usianya udh 34th Jadi suspect pernah jalan ama boss juga. Gaji bawah umr idupnya hedon mampos Gk ngerti konsepnya gmna,x,Negatif
781,Terus kalo dapet bilangnya Kerja genz ga becus ga ada work ethicnya ELUNYA KAGA SANGGUP PROVIDE YG BENER BGST,x,Negatif
782,@alandakariza Anak2 genz pada getol magang tapi kl pas kerja beneran banyak yg gak segetol pas magang ya walaupun lingkurangan kerja yg baik dg fasilitas yg baik pula.,x,Negatif
783,padahal ya sebagai gen z yg bekerja sama generasi generasi 80an-90an (awal) yg paling luwes tuh gen z tau gak yg paling ajaib juga gen z. mereka mereka mah lg kerja bisa sambil desas desus blabla.. genz mah ajaib kemarennya healing besok nya kerjaan dah beres,x,Positif
784,gak relate genz sirkel gue bahkan bisa kerja sampe triple job lo yang salah pilih bu.,x,Positif
785,yang kerja bawah aku ada melenial ada genz tak kira la umur berapa mmg ramai je takde softskill. kesedaran sendiri la kena byk bergaul dan upgrade sendiri. tak perlu nk gelar diri kau introvert jadah semua tu.,x,Negatif
786,boomers yang teracuni pengabdian milenial dicekoki loyalitas tanpa batas mereka kaget lalu menjelek-jelekan genZ yang lebih peduli akan keseimbangan kehidupan kerja. soal pemalas sih tiap generasi juga ada cuma beda kemasan doang.,x,Negatif
787,@_isdana @shyscia @wenairead kantor gw banyakan rekrut kerja lapangan kan. yg gw tangkep sih genz itu ngincer kerjaan kantoran yg pake teknologi dan ga keringetan. jadi akhirnya gw kalo rekrut orang itu milenial keatas sii.,x,Negatif
788,@IchaVarma ini mah tiap generasi juga ada deh. d kantor gua ada yg ngesslin gni tp gk jd bkin gua mkir genz gni smua toh yg lainnya kerja msh bener bgt,x,Positif
789,Setuju si. Ank kantor yg genZ susah dibilangin sekalinya sudah dibilangin masih diulang2 terus salahnya. 2 th kerja gada perubahan. Gamau berusaha belajar websitenya. Maunya disuapin terus tapi gamau benerin kalau ada data salah. Kalau gk dikasi kerjaan gk ngerasa ada yg salah ,x,Negatif
790,@shyscia Aku bukan genZ tp ngeliat mereka si x kaya ikut berbagai courses yg harganya jutaan bahkan ada yg 20 jt cuma untuk seonggok sertifikat. Udh gt tetep keterimanya magang mending underpaid kdg gadibayar. Nyari kerja aja harus keluar modal. Skrg pend,x,Negatif
791, dulu aku kerja lembur sampe jam 3 pagi di kantor ga kenapa napa lemah bgt genz ok si paling kuat,x,Negatif
792,Pengalamanku kerja bareng GenZ overall positif sih. - Ngebantu keep up sama yang lagi trend - Lebih bisa open karena mereka lebih aware sama mental health issue - Bisa creating safe space karena mereka paham soal queer juga - Kerja cerdik dan efisien keep up sama teknologi,x,Positif
793,Lowongan tenaga Salesman terbuka lebar selalu di kantor gw. Sini GenZ. Fakta : GenZ ga mau kerja jadi Salesman dan ga mau ditarget.,x,Negatif
794,Genz udah susah2 cari kerja dengan ikut magang di banyak tempat ikut penelitian ini itu project ini itu banyak yg sandwich gen trus tiba2 diginiin. Untung lingkunganku genz line 90an dan 2000an awal etos kerjanya tinggi2. Kalau mbaknya hire pensiunan ya monggo gaada larangan,x,Positif
795,@mahdeeana_ keknya ga gtu deh lebih ke genz banyak yg gamau kerja gaji mentok umr dan jabatan dari bawah banget alias kepentok gengsi gasih,x,Negatif
796,Kalo emang ogah kerja sama genz ya tinggiin batasan umurnya dong ya emang aneh banget hrd ini,x,Negatif
797,@idextratime cuma ada 1 temen seumur hidup itupun ketemu di kantor anak genz kelahiran 2000an belum lulus kuliah tapi nyambi kerja. ngedukung banyak tim sekaligus real salah satunya ,x,Positif
798,apaan gue kerja sm yg umur 40 kerjanya ngeluh mulu. Di kantor tuh sama sama capek makanya kita lebih sering bercanda bareng lah dia kerjanya emosi mulu tp tiap dikasih kesempatan keluarin unek unek diem doang cm ngikut gen z yg menyuarakan banyak hal wkwk ttp aj klian butuh genz,x,Positif
799,Ngomongin genz gue kenal ada genz baru lulus kerja lgsg dpt kerja kemudian denger gajinya lgsg mager kerja. Pdhl gajinya UMR. Dia ngiranya akan digaji 2x UMR. Dengerinnya agak emosi tapi gpp mungkin gak tau kekekekeke,x,Negatif
800,bener kasian juga genz yg ga kuliah sekarang kerja pabrik udh jarang yg gajinya langsung UMR sejak di tahun 2017 tuh pabrik mulai ada magang harian borongan outsourcing yg gajinya belum tentu nyentuh di 3jt bahkan ditaun ini banyak anak pabrik yg gajinya sebulan ga nyampe 2jt,x,Positif
801,Millens nyerempet genZ here. Setuju sih.. kasian kayak pas dia besar tuh udah kebagian susahnya. Masuk masanya makin susah cari kerja susah beli rumah kalo ortunya susah? Ya makin berasa susahnya.,x,Negatif
802,@YaBoiF18 Betul pengalaman yg gw dnger n alamin d t4 kerja anak genz ngeluhan udah waktu pulang minta pulang mau healing lah me time lah.. Iya oke tp tunjukkan tekad dan diplomasi yg lbh baik minimal kasih liat hasil extravaganza lu hari ini baru cabut in,x,Negatif
803,@worksfess Ga juga semua tergantung orangnya. Di kantorku ada beberapa gen z. Ada gen z yg rajinnya minta ampun. Pinter banget pula. Bahkan malah seniornya yg hobinya kerja sama maen ml. Tapi ada juga genz yang susah diatur/dikasi tau ga belajar dari kesa,x,Positif
804,Gw gak paham apa gw yang genz banget apa gimana tapi gw prefer woles walau gak banyak duit daripada udahlah banyak tekanan gak dibayar sepantasnya. Soalnya gw udah sering ambil freelance bayaran lumayan tapi kerja gak tertekan. (Perusahaan luar),x,Positif
805,Gapapa biar boomer sama pensiunan aja yang kerja yang genz tinggal minta duit. ,x,Negatif
806,@IchaVarma di kantor sebelumnya karena emang ketat segala bentuk peraturan jd walaupun banyak genZ tetep pada bener sih. di kantor yg sekarang karena santai bngt beberapa genZ suka males an tidur dijam kerja istirahat lebih dr jam seharusnya suka ilang an,x,Negatif
807,@IchaVarma Aku sbg genZ mau jujur soal anak GenZ di tempat kerjaku yg lahirnya thn 2000an gila sih kerja dikit ngeluh gk mau capek kita harus ngikutin mood dia maunya gaji gede gengsian nyebelin pernah ada yg kerja 1 minggu kabur di chat atasanku baik dan,x,Negatif
808,Genz this genz that genz lembek genz lemah Gw tanya generasi mana yg dr jaman kuliahnya udh hustle serempak? Serempak ya bukan satu dua orang doang Generasi mana yg begitu mulai kerja langsung kena dampak covid? Bukan millenials bukan boomer.,x,Positif
809,Fyi genz banyak yg kuliah sambil kerja. Malas darimana?,x,Positif
810,Sebenernya kalo genz yg bgini tuh kayak di jepang. Jd mreka ttp tanggung jwb sm hidupnya tp gak ngoyo cari duitnya. Kyak banyak yg milih kerja part time aja yg penting hari2 cukup,x,Positif
811,Bener. Milenial mah masih banyak yg mikir kerjaan nyaman utk kerjaan yg repetitif karena dia tau kerjaan yg high pressure itu gabisa buat kerja lama. Tapi kalau genz kayanya bakal bosen dan resign deh dgn kerjaan yg flat dan repetitif itu.,x,Negatif
812,bener bener mau nangis kl jabarin susahnya jadi gen z tuh kayak banyak waktu muda yang direnggut sama keadaan&amp,x,Positif
813,@marvicenn @worksfess Yes bener. Tp para boomers menganggapnya genZ adalah org yg ga bisa diatur dan seenaknya. Padahal etika kerja yg benar ya seharusnya seperti itu bukan kayak budak yg bahkan lagi liburan aja ttp disuruh kerja tp gaji kecil.,x,Positif
814,@IchaVarma Mayoritas lebih nriman lebih niat kerja ga ilang2an tanggung jawab Kalo genZ walopun ga semua Ilang2an sering ga masuk kerja asal2an,x,Negatif
815,Emang iya anjir. Punya rekan kerja genz aja geleng2 mulu gue,x,Negatif
816,@IchaVarma Saya nih genZ mepet milenial dg umur segini sy disupervisi sm temen-temen 1-2 tahun di bawah saya alias staff suruh2 biasa. All good all okay udh banyak makan pengalaman dan pindah2 kerja dg posisi baru. Experience is sexier than position. Just,x,Positif
817,@shyscia Aku nanya ke genZ yg baca dan yg mau jawab hihi penasaran dgn rata2 jawabannya apa. Kebetulan Gen-Z yg aku kenal di real life kebanyakan maunya instan misal gak betah disuatu kerja tiba2 ngilang gak ada ngajuin resign/sejenisnya Frustasi dikit ke,x,Negatif
818,@worksfess 2030 mah yg kerja bukan genz lagi tapi gen alpha. Ini mah maksudnya biarin skrg biar banyak yg budir gt kah buat mengurangi populasi?,x,Negatif
819,@el_sulfat Bbrp kali kerja sama genz begini sih ga punya attitude ga mau effort ga bisa cari solusi sendiri klo ada kesulitan lembek,x,Negatif
820,@worksfess Ya faktanya emang males kerja. Semua HRD tau ini. Generasi yg sejak kecil kecanduan ponsel (gim konten sampah hoax bokep) sudah pasti gak kompetitif. Coba tanya sm Chindo gmn GenZ mereka ttp bs kompetitif gak nganggur &amp,x,Positif
821,Jadi mukan masalah GenZ banyak yang gak capable. Untuk masalah gak mau effort lebih HAH. Lu pada gaji kite aje berapa sih? Di harga barang-barang kek sekarang perjuangan buat kerja pake transum yang kek hunger games lu expect kita kerja pake effort lebih dengan upah MINIMUM?,x,Negatif
822,Kok nyalahin GenZ iklim buat investor aja jelek makanya pada lari ke negara ASEAN lain walhasil kesempatan kerja juga dikit. Too many fucked up shit happening withing these 4 years moreover with the choosen Pres and CawaPres.,x,Positif
823,generasi boomer memuja ambisi karena jaman mereka muda punya ambisi itu justified: rumah masih terjangkau lapangan kerja masih terbuka pendidikan murah milenial/genz masuk era disrupsi: rumah gak kebeli layoff dimana2 gaji pas2an prospek pensiun gaada sekolah lagi mahal,x,Negatif
824,@natalixia makanya ada genz yg mikir sekolah aja belum tentu lapangan kerjanya masih ada yg dapat kerja pun masih bisa terdisrupsi dengan teknologi baru. generasi yg paralyzed melihat dinamika dunia modern di china ini istilahnya Tang Ping (mirip quiet qu,x,Positif
825,Gini amat jadi genZ ga diperpanjang kontrak bknnya sedih kehilangan kerja malah lebih sedih kehilangan temen kerja huhu,x,Positif
826,Skrg genz yg udh pada kerja aka punya penghasilan sendiri pas ganti hp jadi ipun anjrit. KEK LITERAL SMUA TEMEN GUE YG DULUNYA ANDRO USER BENERAN EXPORT JD IP USER wkkkk,x,Negatif
