no,teks,sosmed,labels
538,Setuju sih. Setidaknya di lingkungan ane genZ kagak ada yg aneh2. Mereka kerja serius dan emang ngerti haknya.,x,Positif
539,Bagi boomer kerja lembur bentuk pengabdian ke instansi/kantor Bagi GenZ itu ekploitasi tenaga Enak aje nyuruh lembur tapi gak dibayar,x,Positif
540,Gue kerja bareng genz adek gue genz dan mereka oke oke aja kok,x,Positif
541,GenZ kudu kerja keras biar anak keturunannya gak dikasih makan gratis dari pemerintah yg kurang layak ini,x,Positif
542,This. Serius ya capek dengerin dosen msdm hampir tiap pertemuan bahas genz males kerja ga betah manja banyak nuntut. Padahal banyak yang harus dievaluasi gimana lingkungan kerja perusahaannya dan lain-lain deh. Intinya gabisa liat dari satu sisi aja,x,Positif
543,Sorry to say tapi so far genZ yg w kenal kerja di dunia corporate emg kureng bgt. Ada masalah dikit dilempar ga mau kritis ga mau cari solusi ,x,Negatif
544,Baru lepas buat summary utk interview candidate..seram jugak tgk genz nie punya resume..setiap 3 bulan tukar kerja yg tukar kerja tiap bulan pun ada..mmg majority dpt keje kat company bermasalah atau mereka yg bermasalah smpai susah nak stay lama kat satu tempat keje.. haha ,x,Negatif
545,@Lkeeanton Genz bgt yg penting keliatan kerja ,x,Negatif
546,@GabRey99 Bukannya perusahaan jg banyak yg blokir genZ? Ya lagian kita kerja buat dapet gaji bukan buat ngebabu apalagi ngerjain 3 jobdesc sekaligus. Kalo mau cari yg gaji kecil job di kerjain semua mah pake robot aja,x,Positif
547,Lucu bgt kerja sama genz istirahat di ruang crew pd makan sama tontonannya masing2 wkwkwk ada yg nntn upin ipin spongebob ritsuki natsuki ML,x,Positif
548,@WarmthHappy @tanyakanrl wkwk keknya itu yg dirasain genz pas dicap ga bisa kerja,x,Negatif
549,Tim Tempo menggelar survei pada generasi Z untuk memotret kondisi mereka dalam mencari kerja hingga keluh-kesah dalam bekerja. Mayoritas responden menginginkan model pekerjaan yang fleksibel. #tempodotco #tempo #genZ #pekerjaan #jurnalismekonstruktif https://t.co/wRCmlbdkiF,x,Positif
550,@worksfess orang yang setiap hari kaya ga makan kalo ngga roast genz kaya dulu awal kerja ga pernah tolol aja..,x,Negatif
551,@hrdbacot belom lagi disalahin mulu. dicap gatau. GenZ ga akan ngerti ini GenZ kerja gini pasti lgsg kena mental issue ya gmn ga kena mental issue cobaannya jadi orang dewasa muda aja kyk gini,x,Positif
552,Org2 tuh banyak yg ga apreciate sama genZ padahal kita yg selalu jadi kelinci percobaan. Dari jamannya SMP SMA kuliah sampe skrng dunia kerja. Mulai dari kurtilas smbptn sampe pembatasan usia kerja. Ga gila aja udh sukur kita2 mah,x,Positif
553,Sobat genz di kantor: pada semangat banget kerja mentang² minggu terakhir kerja,x,Negatif
554,@etmindz @idextratime Ga semua genz pak. Jangan underestimate segamblang itu. Itu sifat anak dan ortu yg biasa makan duit haram aja. Banyak juga kok dunia kerja yg angkatan x/milenial ampe bunuh2an. Lagian maknya lady angkatan x juga kali,x,Negatif
555,Newjeans kalo kerja kantoran pasti dah masuk tweet kenap ya genz kalo kerja banyak protes padahal fasilitas dia lengkap banget. Padahal gue dulu harus sampe desprate dulu bla bla bl ,x,Negatif
556,Ni mahluk hidup di era kolonial?? Dikira kayw itu budak belian kali ya. Pake bawa2 genz. gw juga dah tua tapi bangga ma ni anak. Ga punya mental kacung. Ada batasnyalah tolol jobs desk kerja toko dan jongos kaya elo.,x,Negatif
557,@satria_gigin Udalah genz ky gitu ga usah jadi dokter mnding jadi tiktoker aja anak manja ky gitu jd dokter malah bahayain pasiennya. Mnding kerja joget2 aja,x,Negatif
558,Gue dkk yg manage kenapa anak2 yg baru masuk seolah2 memiliki sengaja gak handle lagi biar pada belajar manajerial dah tongkat estafet emg harus dilanjutkan. Capek jg boy kadang tuh w jg kadang suka kelepasan kalo dah gemesh cara kerja anak genz tuh ,x,Negatif
559,Tadi beneran lagi antri niagara staffnya cewek dan digodain/dibercandain sama bapak bapak dari kantor. Gue: apaan sih itu mbaknya lagi kerja?? Temen kantor cowok genz: sdm rendah emang gitu mbak WKWKWKKWKWKWKWKWKWKWK,x,Negatif
560,Jungwoo genz abiez ya kuliah kerja ngegym nongkrong di cafe,x,Negatif
561,@worksfess W bukan genZ. Justru krn udah kerja 10 tahun++ dg baik gue tau apa yg boleh frowned upon dan dilarang di tempat kerja Ngambil minum ngecharge hp/laptop dll itu ga ada unsur bohong/manipulasi BEDA sm korupsi. Ngambil aer kok bibit korupsi ngomon,x,Negatif
562,Sbgai genz yang di didik keras gen x jdi punya pemikiran gen milenial. Kalo kerja jangan neko2 kalo disuruh ya di gas gk usah protes,x,Positif
563,Kalo genz gini : Jir relate banget Jir iya lagi Dapet capek doang kerja tapi engga kaya Retweet 100x ,x,Negatif
564,@cutiedaisyyy @ssefmun buat genz atau milenial yg kerja ngeluh mulu padahal udh sesuai sop dan 8 jam kerja elo semua cemen dan ga pernah bersyukur,x,Negatif
565,@altdwini Keluar lah lit kita genz gak mau kerja dikit² di ita-itu sama atasan,x,Positif
566,Ada anggota gw hpnya masih sama kyk 3 tahun dia masuk kerja disni . Pdhal gaji diatas belasan juta. Baru ketahuan alasan dia gayanya g berubah walau penghasilan dah lebih dr cukup GenZ masih ad yg berpikiran maju sperti itu ya ,x,Positif
567,pgn kerja yg isinya genz semua biar ga disalty muluu siall,x,Positif
568,@diyaluvf Kayaknya kalau dari 2019 itu banyaknya GenZ yang ngangur dan gak betah kerja karena mereka mementingkan mental healt. Yg kedua isu tentang minimnya literasi digital pada netizen indonesia. Sehingga mudah di giring oleh media,x,Negatif
569,gue tu heran req maks 25 tapi pas dapet karyawan yg beneran umur segitu pada ngeluh aduh genz kaga bisa kerja. jadi mau lu apa ngntooooot,x,Negatif
570,@worksfess ngga gitu nder dia juga manggil ga cuma 1 orang. ngapain inget2 semua terutama kalo pelamarnya banyak genZ nya yang janjian interview aja sering molor karena emang males kerja wkwkwkw,x,Negatif
571,kmrn ngomongin yg jelekin kerja sama genz kan ya... aku lagi ngalamin tuh kerja sama genz.,x,Negatif
572,sebagai genz aku mengakui malas dihubungi di luar jam kerja dan hanya akan membalas jika penting saja,x,Negatit
573,Kerja sama genz emang berasa parenting anak remaja. Dijelasinnya mesti runut pelan2 dan sesuai bahasa yang kena di mereka as in ga bikin mereka sakit ati (walau kesel banget) Mesti dijelasin sebab akibat dan latar belakang kenapa abcd juga dan ga berharap mereka paham sendiri,x,Positif
574,Genz bgt ini. Kerja masuk jam 10 hari gini belum dateng terus wa gua begini wkwkwk gue sbg kaum milenial suka sebel tapi yaudah aja https://t.co/OzWViCAkcI,x,Negatif
575,As a milenial cuma mau bilang : Ada dan banyak ! (Tim kerja aku mostly genZ dan profesional kok) Dan kenapa sih apa-apa gan gen gan gen buat urusan kerjaan. Batas usia kerja noh benerin dulu kalo lu-lu pada ga mau dapetnya Gen Z ,x,Positif
576,Jadi gue bertanya2 Ni orang2 BERPENGALAMAN tuh bisa kerja gak sih? gausah jauh2 deh. Perkara ngirim laporan ke client aja banyak typo dan salah susunan. Skrg gue tanya harus bngt nih digeneralisasiin GenZ ga bisa kerja?,x,Negatif
577, Gen Z gimana sih pada gak bisa kerja! - proceed to insert their GenZ children in the corporate rooster - Ada. Banyak bahkan.,x,Negatif
578,Semenjak kerja bareng genZ ruangan gw isinya cekcok mulu anjir . Kangen suasana kerja yg tenang,x,Negatif
579,Engga setuju. Anak2 kantor gue genz jos banget. Kreatif. Idenya adaaaaaaaa aja. Kalo ngomongin kerja bener / ga bener semua generasi mah ada.,x,Positif
580,@BudiBukanIntel Orang complain genz ga bsa kerja sama aja kyk dl orang gen x blg org millennial ga bisa kerja lol.,x,Negatif
581,@ohareza @mcitraningrum jadi make sense kenapa banyak genz yg marah marah waktu ada yg curhat karyawan gen z di kantornya nyebut rekan kerja senior pake 'kamu' atau 'elo'.,x,Negatif
582,Tadi ada yang bilang udh lumrah generasi tua gemukin kantong sendiri pake duit kantor dibawah postingan genz yang against nilep duit kantor. Bahkan si orang tua ini bilang soon genz juga bakal begitu. Damn pengen punya integritas kerja aja masih didoain biar bobrok smh,x,Negatif
583,Kerja sama genz emanggg trickyyy bangett tapi masih bisa lahh aku improve setiap harinya buat menyesuaikan ritme mereka juga. Yang paling ampun selama aku kerja dibanding menghadapi genz adalahhh kerja sama millenial dan gen x yang bebaaallll (super capekkk).,x,Negatif
584,@asdfghyuy @mcitraningrum mnurutku selama management kantor ok kpi jelas lingkungan kerja nyaman atasan baik orang kantor asik2 genz ini bisa kerja bener dn thriving. itu yg ku liat d kantorku sih. apalagi mayoritas d dvisiku genz tp ternyata ok ok bgt,x,Positif
585,@mcitraningrum Aku genZ gatau knpa lebih nyaman kerja sama gen X daripada gen milenial karna pengalaman ku kalo dg gen X intruksi semua to the point jdi aku yang dapet tugas lebih enak ngerjainnya ga bingung ini itu dn kalo salah langsung di tegur dengan ,x,Negatif
586,gen z pas beneran kerja lembur sana sini multitasking apresiasinya cuma good job aelah mending balik cepet koordinasi seperlunya yang penting kerjaan yg di kasih achieve ni biasanya bos di agensi nih ngetik begini pdhl genz kasih aja deadline udah,x,Positif
587,aku genZ di umurku yang17 tahun aku bisa mempekerjakan banyak orang dan gk pernah aku ngeluh gen milenial gini banget ya gen abc fuck about it kalau emang gk bisa kerja bener yang salah orangnya bukan gen nya.,x,Negatif
588,@mrisulyani kalo itu kyknya bukan generasi tapi lebih ke block mindset. aku pny kenalan seumuran (sesama genz) dia cm lulusan sma dan ga dpt2 kerja ak ajak kerja survey lapangan gamau kata bapak ibunya gaboleh krn duitnya dikit,x,Negatif
589,dicari genz yang kerja di freight forwarding pls ayo temenan udh gasanggup,x,Positif
590,@trwify genz nih dari taun berapasi? soalnya memang aku ada bbrpa kenalan yg umurnya 5tahun dibawahku ya bgtu kalau kerja dikit dikit risen maunya kerja enak tapi gaji selangit cape dikit langsung jelek-jelekin atasan tapi ini hanya bbrpa yah ga semuanya ,x,Negatif
591,Lelaki Soal Posting Burukkan Gen Z Kongsi Kerja Dengan Mereka Jauh Lebih Elok Daripada Older Gen - https://t.co/Xna5CjYS82 #Featured #genZ #trending #viral,x,Negatif
592,Perlu banget untuk ditonton! Bukan hanya untuk genZ tapi untuk semua orang... Pola asuh mental illness keinginan bertumbuh pengaruh teknologi terhadap mental anak dan kemauan kerja semua dibahas disini.... https://t.co/eLl4hz049F,x,Positif
593,euy naha ya ga semua tapi rata kaum milenial tuh suka bgt nge underestimate genZ. temen kerja sender ada yg kelahiran 93 blm nikah nyindir temen sender yg kelahiran 2002 bilang aneh urangmah nempo kelahiran 2002 tapi bengeutna meni kolot pisan mikirkeun wae lalaki matak boros,x,Negatif
594,Gen Z yuk tunjukkan kalau kita bisa kerja dengan baik di kantor. Jangan sampai sikap kita justru jadi bahan gosip di tempat kerja kalau kamu frustasi coba deh 3 hal ini di kantor kamu. #GenZ #MedcomId #MudaMemberiArti https://t.co/ImZF5QolK1,x,Positif
595,Gen Z dianggap suka hal instan dan susah diatur di tempat kerja? Apa benar mereka jadi biang masalah di kantor? #GenZ #MedcomId #MudaMemberiArti https://t.co/8UUPmFcH9f,x,Negatif
596,Pola asuh lembut emang manis di rumah tapi ternyata di tempat kerja malah bikin stress... Gen Z yok ayokk waktunya belajar sabar dan tahan banting kita ini manusia kuat lho #GenZ #MedcomId #MudaMemberiArti https://t.co/2BTRggJT5E,x,Positif
597,Cerita #GenZ Kebetulan kenal sama satu cewek yg sempat satu tempat kerja sama gw. Anak ini baru lulus SMA baru mulai kerja sekitar bulan JUN atau JUL tahun ini. Singkat cerita kemarin gw liat cewe ini re-post ig story. Next post.,x,Positif
598,Ngeselin bener kerja sama anak anak genz Di WA...slowrespon dimintain tolong... lemot dan banyak bener alesanya telfon ga pernah di angkat dianya salah ga minta maaf.,x,Negatif
599,Dibandingkan kelemahan menjaga kesehatan mental bagi #GenZ adalah strategi kerja yang lebih cerdas. ,x,Positif
600,Sebenarnya #GenZ lebih sadar pentingnya kesehatan mental dan tidak takut untuk mengakui atau membicarakannya. Hal ini kadang disalahpahami sebagai kelemahan padahal mental yang sehat adalah kekuatan dalam menciptakan tempat kerja yang lebih sehat dan suportif. ‍️,x,Positif
601,Sering ada anggapan bahwa #GenZ sulit bekerja karena kesehatan mental mereka tapi apakah benar seperti itu? Yuk kita bahas gimana kita bisa mengatasi stigma ini dan menciptakan lingkungan kerja yang suportif! https://t.co/p1Png6XBMR,x,Positif
602,Sering disuruh kerja dan sering ditanyain tetangga apalagi calon mantu kalo nanya sekarang kamu kerja dimana... (langsung tremor gue) #genz,x,Negatif
603,@easter_eggg Kontennya si tentang orang tua si genZ tapi di komen tetep genZ yg kena dibilang menye kalo kerja,x,Negatif
604,@trrgedi98 tiap bahas politik di tempat kerja (banyak genz) ntu responnya bikin kepala gue MELEDAK,x,Negatif
605,Tiba2 bertemu lagi dengan para genz ini dan terdengar beberapa dr mereka kena cut off kurang2in brow euphoria dapet gawe dpt duit langsung mabok kerja ae dlu kocak si,x,Negatif
606,genZ punya perangai dah tau hari jumaat tu sah sah kau kt singapore mmg tak boleh nk buat kerja lepastu last minit baru nk apply cuti? plan nk travelnya takkan kau baru buat pagi tadi,x,Negatif
607,litereli genz vs boomer di kantor w tapi genz selalu bisa ngecounter permainan bumer krn genz pada pinter2 &amp,x,Positif
608,@kegblgnunfaedh Dasar genz kerja gak bener pamrih cuma mau duitnya doang gak mau lembur --Le HR dan bos2 hits di internet,x,Negatif
609,Kerja 8 tahun di bank Asing tapi gaji belum 2 digit berarti salah lunya yang ga bisa nego gaji kocak buat apa nyebut umur dan banding²in sama kerjanya GenZ? Koenya bodoh loh mau aja dibudakin perusahaan,x,Negatif
610,Gen Z sudah dewasa dan mula mendominasi dunia pekerjaan https://t.co/knILpIrr9z #Kerjaya #featured #genz #kerja #kerjaya,x,Positif
611,Gen Z punya motivasi kerja yang beda dari generasi sebelumnya. Mereka gak cuma cari gaji besar tapi jg ingin kerjaan yang bermakna lingkungan kerja yang suportif dan kesempatan buat mengembangkan diri. Mereka jg ingin dihargai dan didengerin pendapatnya. #GenZ #kerja,x,Positif
612,Mereka paling banyak kerja dibidang startup teknologi dan creative agency. Wajar sih karena Gen Z suka teknologi dan cepat beradaptasi. Ini salah satu keunggulan demografi Indonesia. #GenZ #IndonesiaBangga,x,Positif
613,Kantor sekarang makin rame sama karyawan Gen Z! Generasi yg lahir tahun 1997-2012 ini udah mulai mendominasi dunia kerja. Ga heran data BPS menunjukkan proporsi penduduk usia Gen Z di Indonesia cukup banyak. #GenZ #IndonesiaMandiri #Keria #lowongankerja https://t.co/zVNJoU3Yqi,x,Positif
614,@iniintankok Gak mau generalized tapi ternyata ketemu juga ternyata genz yg begini yg gak paham responsibility dia dan kayak gak niat kerja,x,Negatif
615,Ngentt gua berangkat kerja dari jam 11 malem balik di jam set 6 pagi tapi dia hitung jam kerja gue cuman 3-4jam.. taikk.. gue protes tar dibilangnya genZ pada banyak nuntut padahal lu sendiri yang seenaknya nyuruh kerja dengan jam dan waktu acak-acakan,x,Negatif
616,fenomena tas rame sedang berlangsung. tadi pagi brgkt kerja liat mba2 dibonceng trus ransel nya rame bgt. ganci lah cahol lah. ijo2 semua wkwkkw menyala genz,x,Positif
617,@shaurorah if kerja bhgn retail yang kuaja selalu cari gaduh ni gen x or boomers i tak prnh lagi hadap millennials and genz yang rude so far,x,Negatif
618,@tanyarlfes Ya gk bsa blokkkk kalo hapus utang pinjol. Petani ama nelayan utang buat modal kerja mreka. Lah genz pinjol buat foya2 blok,x,Negatif
619,@tanyarlfes disclaimer ya ini gua ga lagi bercandain gaji rendah krn menurut gua segini tuh ga layak. kalo sendernya mau romantisasi gaji rendah yg penting kerja ya tinggal dia aja ambil pekerjaan gaji segitu toh dia ga masalah sm underpaid tapi nyalahin ,x,Negatif
620,@tanyarlfes EH GUA TANYA DEH SAMA LU LU PAHAM KAGA ARTI UNDERPAID STOP APA APA GENZ SALAH DAHH LU MAU EMNG KALO CAPE KERJA DIBAYAR GA LAYAK? PADAHAL KERJANYSA SAMA SAMA CAPE LO JUGA AWALNYA FRESH GRADUATE ANJAY EMG LU PAS LULUS LANGSUNG GA FRESH?,x,Positif
621,@kegblgnunfaedh MANA KEMAREN YG KATANYA GENZ BNYK NGANGGUR DAN KERJA GA SESUAI BACKGROUND? NIH LIAT NIH YG BIKIN GENZ NGANGGUR DAN KERJA GA SESUAI BACKGROUND,x,Negatif
622,tak semua wey . bergantung pada individu tu jugak . kalau babi tu babi jugak tak kira genz ke millennials . ada millennials attitude macam kemak jugak . terpaling cara kerja dia je betul . sebab terpaling OL tak boleh tengok genz lagi power kerja dari dia . ada jugak genz cam,x,Positit
623,Ini udah bulan pov ngeliat gen z kerja wkwkwk Me: bu saran ini background logonya pakai warna yang terang soalnya logo kita gelep GenZ: bu boleh minta tolong ibu yang ngeditin gaa? Saya cupu nih soal edit2an Me: auto cari alasan,x,Negatif
624,@alwaysovert @tanyarlfes Sorry yaaa. Gue genz bljr tik dr kls 5sd dan skrg bahkan gue lbh jago excel sm word dr pd mostly gen millennials d tmpt kerja gue,x,Positif
625,Genz kerja ga sesuai background dikomplain giliran ini malah diangkat jd menteri.,x,Negatif
626,awalnya apa coba bisanya genz citranya kurang baik? garagara hrd yang waktu itu viral wkwk padahal pertanyaannya standar orang kerja bjir gelo,x,Negatif
627,@Aazi_ @JukiHoki Jadi dia mau siapa yang kerja? Gak mau genz tapi milenial juga ketuaan alpha masih sekolah. Mereka maunya siapa?,x,Negatif
628,@JukiHoki HAHAHAHAHHAAH ini ownernya tuh kemakan konten tiktok yg video genZ kalo kerja males males an kek nya jadi mukul rata genZ itu pemalas wkwkwk doi ga ngerti kalo gen Z itu sebutan buat kelahiran dari tahun tertentu wkwkwk,x,Negatif
629,@bayuwidodoo @kegblgnunfaedh Ada loker = ada lapangan kerja. Kalau blm dpt kerja brrti skill kurang belajar kursus dll. Bukan nyalahin pemerintah nyatanya ada yg kerja kok. Kecuali pemerintah bikin aturan genZ gaboleh kerja itu baru salah.,x,Negatif
630,@kegblgnunfaedh Monmaap ya gue bukan genZ tapi persyaratan kerja di Indonesia itu susah banget anj banyak mau semua perusahaan! Rata2 perusahaan maunya 1 orang harus mampu kerjain kerjaan 5org kandidat harus pinter gaji ga sepadan dan batas usia melamar n,x,Negatif
631,@rizkimeydina @Bemyserotonin Di IG banyak loker Fb dll klo gen Z ga milih retail perusahaan gue kerja jg bakal rame terus yg daftar faktanya perusahaan gue buka loker aja terpampang nyata mana genZ yg gercep? Ga usah buta fakta deh,x,Negatif
632,@Xachykoo SETUJUUU BANGET aku sedih liat keadaan sekarang ️ apalagi tadi lewat di tl ada yang bilang genz itu beban karena banyak yg pengangguran YA NEGARA LAH SURUH BIKIN LAPANGAN KERJA YG BENER YG KALO MASUK NGGA HARUS ORDAL. DIPIKIR GENZ SENENG APA N,x,Negatif
633,Aku banyak kerja dengan genZ. tidak mereka tidak malas-malasan banyak dari mereka yg justru malas kalo disuruh melakukan hal-hal yg kurang menantang. Pemerintah aja yg ga bisa nyediain lapangan pekerjaan,x,Positif
634,@Bemyserotonin Anak pejabat dicariin kerja wkwk ril! Bukan nyindir siapapun tapi ditempat kerja gue selevel bos aja masukin anaknya ditempat kerja doi walopun beda unit wkwk I m not GenZ but saying kurang daya tahan mudah menyerah is fuck! Anak bos noh su,x,Negatif
635,@amalmnop Sebab pernah terkena bayar mahal kerja cincai. Aku buat sendiri lagi elok dari upah orang mahal2. Tapi kebanyakan wiremen from GenZ memang padu buat kerja. Tapi ettique pula kelaut.,x,Negatif
636,Genz susah cari kerja yg disalahin genz pdhl pemerintah gabisa buka lapangan pekerjaan apalg dgn segala jenis aturan yg jelimet genz susah punya rumah yg disalahin genz pdhl siapa yg dr dulu hobi koleksi properti klo akarnya cacat jgn harap buahnya bisa tumbuh dgn baik,x,Negatif
637,HR baru keluarkan memo warning. genz ramai mai kerja pakai crop top jeans koyak and sneakers short pants nak nampak panties. dah la corporate office. memang patut kena sound laa mai kerja buat macam kedai tomyee. sampai dress code pun nak kena ajar. berat betul,x,Negatif
638,@PetrolWeeb Mereka tuh masih nyampurin Late Millenial ama gen Z lho. GenZ yang aktif kerja juga baru 97-00 paling. Lainnya? Banyakan masih sekolah &amp,x,Positif
639,sumpah gusy kalian jgn lawan kalo lg kerja sm anak genz bener2 dibabat abis,x,Positif
640,@GabRey99 kita udha sekian kali interview genZ. masyaAllah. unik2. hal2 yg kita2 pas dulu nyari kerja ga mungkin kita lakukan. klo kuliat genZ ini mau duit tp ga mau kerja. nah itu. ga smua pasti tp itu yg kita liat slama ini pas interview.,x,Negatif
641,work! kalian kerja yg genz di tempt kerjaan pernah gasih disepelehin skill yg kita bisa gara2 kita masih muda?? bukan atasan doang tp customer jg begituuceritain dong ga mau ngerasa sendirian,x,Negatif
642,@bratzhall Ups? Gak terima ya genz disalahin terus? Jaman kami ya dek laba rugi harus selesai dalam 1 jam sambil ngangon sapi. Baru juga kerja gitu udah ngeluh wkwkw.,x,Negatif
643, : ih kenapa sih yg kerja disini mah blm pada nikah? Yg di sana mah udah pada nikah semua. Ya monmaap aja sih bu disini kebanyakan genz sama millenial yg disana kan boomer semua. lagian masalah udah nikah apa blm gaada korelasinya sama kerjaan njirt. Jd emosi gue ,x,Positif
644,@GabRey99 Aku genz dan masi nganggur. Setelah apply2 kerja akhirnya aku tau formula kuliah+organisasi+magang tuh gak menjamin langsung dpt kerja tp MEMPERBESAR PELUANG. Dan yaa bener skrg kualifikasi loker kadang ga masuk akal. Batas umur terlalu palugada,x,Negatif
645,doi cerminan genz yang sedang memperjuangkan agar tidak kerja dengan jobdesk2 tdk sesuai tapi lawannya gen2 yang udh biasa dengan budaya dibabuin.,x,Positif
646,gua tuh sangt salut sma genz. d kantor pun yg berani confront geng abang2an tukang godain itu ya genz. mreka klo gk nyaman slalu bilang slalu ngadu. alasan mreka cuma 1 ingin kerja dgn nyaman. tentu saja ni geng abang2an tidak trima,x,Positif
647,Gue kirain gen Z yg problematik playing victim trus kalo kerja semaunya tu semua kayak gtu ternyata cuma oknum yaa kan jadi trauma kalo punya junior kyk gini misal dpt kabar klo mau ada junior genZ tu uda males duluan mau ngajarin tp ternyata gk semua kyk gtu,x,Positif
648,Dari kasus ini kita bisa lihat bagaimana cara millenial menanggapi kontrak kerja dan genz menanggapi kontrak kerja sama-sama butuh duit tp beda kebranian dalam speakup. Cuman tau kalau semua hal ada harga yang harus dibayar ,x,Negatif
649,Idol GenZ skg sedi² bgt nasib nya. - dikirimin karangan bunga meningoy sm fandom nya perkara pacaran - hrs dtg ke sidang audit tenaga kerja krn di bully pdhl bukan org sokor asli - kaki di gips tp ga ada manager dan temen se grup yg bantuin nopang pas jalan Ada lagi kah ?,x,Negatif
650,@sheandwhite yahh emang genz lagi masa masanya depresi gasih soalnyaa rata rata udah pada kuliah ada yang fase skripsi yang bikin mumet parah fase cari kerja yang bikin mau nyerah fase maba yang lagi homesick homesicknya fase belajar buat utbk dan struggl,x,Negatif
651,@worksfess Generasi lembek soyboy tukang coli. Padahal tinggal duduk ruang berAC pula. Gimana klo disuruh macul di sawah hahaha. Indonesia kelak bubar ketika generasi tua s.d millenial-nya udah pd lansia dan mati semua. Sementara GenZ dan generasi2 selanj,x,Negatif
652,Selain karena ni konser w jd sadar karena di kantor ada anak baru yg masuk bulan juni terus kmrn dia curhat gt soal struggle dia sebagai genz yg baru kerja gt lah terus pada ngasih saran ya gapapa kan lu baru empat bulan di sini terus gw yg kaya anjir baru empat bulan?????,x,Negatif
653,Riize itu konsepnya dari awal emang jadi diri sendiri dari awal ngga membuat citra harus perfect. Kaya jadi genz yang emang kerja fokus berkarya fokus memberikan kualitas yang baik,x,Positit
654,gimanapun GenZ yg udh masuk dunia kerja tuh udh terhitung dewasa dan baik di kalangan GenZ Millenials maupun Boomer adaaaa aja yg sifatnya masih kekanak2an dan itu bisa saling dilihat dr POV masing2 generasi ,x,Negatif
655,Musuh genz skrg kalo daftar kerja justru pak @aniesbaswedan ya Pak Anies dg kesadaran penuh mencantumkan keseluruhan prestasi mendukung: HRD: hehehehehe gmn gajinya ya,x,Negatif
656,@reinharthrm Ini gw smpat mikir ky gini sh sbetulnya masalahnya bukan soal genz itu sangat kreatif atau dikasih cara untk mghadapi stress dikasih kopi. tp masalahny y lap. kerja. termasuk pembatasan usia saat melamar. makin numpuk itu pengangguran,x,Negatif
657,gamau generalisir tapi ya Allah capek bgt kerja sama genz ,x,Negatif
658,Rasanya di sindir di depan para junior sama Bos tapi untungnya juniornya itu anak GenZ yang justru dengan santai dan polos mala bedain I think kita ttp harus set boundaries ga sih mba. Ga segalanya itu kan soal kerja Makasih yaah para GenZ kesayanganku. huhuhu,x,Positif
659,@tanyarlfes Hal gini nih yang bikin GenZ selalu di bilang manja namanya kerja wajar sesama staff saling menegur akan kesalahan. Gimana mau maju baru di tegur gitu saja sudah merasa paling di gurui. Belum aja lu di marahin langsung sama atasan langsung.,x,Negatif
660,@denni_sauya ini mnurut sy sejalan dgn rata2 IQ78 itu. gini. kami sdh bbrapa kli intrview GenZ. sumpah dmi tuhan rata2 mreka ini mau duit tp ga mau kerja.kayak terpaksa saja atau disuruh ortu. ga smua memang. tp rata2. tapi yasudahlah,x,Negatif
661,Sebagai contoh perusahaan google dan netflix adalah perusahaan yang berhasil meningkatkan produktivitas karyawan melalui budaya kerja yang fleksibel dan adaptif.,x,Positif
662,2. Pentingnya Budaya Kerja yang Adaptif. Budaya kerja yang adaptif itu sangat penting. Studi dari harvard business review yang menunjukkan bahwa perusahaan dengan budaya kerja yang inklusif dan adaptif memiliki produktivitas 21% lebih tinggi.,x,Positif
663,1. Peran lingkungan kerja dan kepemimpinan dalam mengelola Gen Z. Setiap generasi memiliki karyawan berkualitas dan bermasalah. Jadi bukan hanya soal Gen z saja. Yang perlu diperbaiki adalah bagaimana cara mengelola dan menciptakan budaya kerja di perusahaan,x,Positit
664,nax genz diajak kerja gabisa apa² ngang ngong ngeselin trs gamau nanya diem aja kudu disuapin wkwk kerja cm absen muka doang gada tenaga yg dikeluarin/otak yg dipake pdhl udah 2bulan,x,Negatif
665,Kenapa ya banyak genz yg sebenernya masih pengen jd anak kecil aja gitu Termasuk aku Kayak Tiba tiba kerja tiba tiba banyak yg nikah tiba tiba banyak yg punya anak Kita ini masih kecil ga sii Apa efek pandemi ya Jadi 3 tahun itu ke pause gitu aja,x,Negatif
666,kuping lu apa gak panas kudu dicall out dulu baru kerja yg bener anjrit mending hire genz dah sumpah drpd boomers kolot kagak ngerti apa apaan @div2,x,Positif
667,Inilah knp jangan tubir pada saat kerja karna beresiko tertukar dengan akun sosmed perusahaan gara2 genz babi emang nih,x,Negatif
668,genz maneh seng kenek padahal ganok bahasan genz -____- sumpah benci pol kl org2 udh blg genz tu kayak beban lah tolol lah udah cari kerja sulit malah ditambah stereotip kyk bgini mmg pantek -_________-,x,Negatif
669,@ilytod w pengen kerja di kantor yg isinya para genZ deh,x,Positif
670,Suka heran sama pencari kerja jaman sekarang GenZ lagi. Udah ketrima kerja eh gabisa langsung join kirain dia ada kerjaan tempat lain ternyata karna masalah ambil toga wisuda.,x,Negatif
671,Acom lucu banget tai. Ril isinya genz yang kadang mood kadang ngga tapi tetap harus kerja demi menafkahi keluarga. ,x,Positif
672,semua mahasiswa disiapin buat kerja dibanding buat menuntut ilmu. loker dikit persyaratan sulit. susah nyari kerja yg disalahin genz kocakk,x,Negatif
